published,title,url,views
2015-07-28,"Neural coding of upshifted, downshifted, and blocked outcomes in the rat (lateral) orbitofrontal cortex",http://videolectures.net/rldm2015_schoenbaum_neural_coding,31
2016-09-27,Point-of-Interest Recommendations: Learning Potential Check-ins from Friends,http://videolectures.net/kdd2016_li_interest_recommendations,31
2016-02-10,SPM-BP: Sped-up PatchMatch Belief Propagation for Continuous MRFs,http://videolectures.net/iccv2015_li_belief_propagation,31
2015-12-05,Telling cause from effect in deterministic linear dynamical systems,http://videolectures.net/icml2015_shajarisales_dynamical_systems,31
2015-09-27,Budget Allocation Problem with Multiple Advertisers: A Game Theoretic View,http://videolectures.net/icml2015_yabe_budget_allocation_problem,31
2015-07-15,A Context-Based Semantics for SPARQL Property Paths over the Web,http://videolectures.net/eswc2015_hartig_sparql_paths,31
2015-07-02,Hierarchical Hybrid Statistic based Video Binary Code and Its Application to Face Retrieval in TV-Series,http://videolectures.net/fgconference2015_chen_face_retrieval,31
2015-09-27,An Explicit Sampling Dependent Spectral Error Bound for Column Subset Selection,http://videolectures.net/icml2015_yang_spectral_error,31
2015-12-05,Manifold-valued Dirichlet Processes,http://videolectures.net/icml2015_kim_dirichlet_processes,31
2016-10-20,BigData processing at present and future LHC experiments,http://videolectures.net/kolokviji_kersevan_bigdata_processing,31
2015-09-27,Threshold Influence Model for Allocating Advertising Budgets,http://videolectures.net/icml2015_miyauchi_advertising_budgets,30
2015-12-05,Scalable Variational Inference in Log-supermodular Models,http://videolectures.net/icml2015_djolonga_supermodular_models,30
2015-12-05,Scaling up Natural Gradient by Sparsely Factorizing the Inverse Fisher Matrix,http://videolectures.net/icml2015_grosse_fisher_matrix,30
2015-09-27,Bayesian Multiple Target Localization,http://videolectures.net/icml2015_frazier_target_localization,30
2016-10-12,A Generative Model of Urban Activities from Cellular Data,http://videolectures.net/kdd2016_yin_generative_models,30
2016-11-10,"Querying Wikidata: Comparing SPARQL, Relational and Graph Databases",http://videolectures.net/iswc2016_hernandez_querying_wikidata,30
2015-12-05,Adaptive Stochastic Alternating Direction Method of Multipliers,http://videolectures.net/icml2015_zhao_direction_method,30
2016-10-12,Statistical Methods for Modeling Network Distributions,http://videolectures.net/kdd2016_neville_network_distributions,30
2015-09-27,Generalization error bounds for learning to rank: Does the length of document lists matter?,http://videolectures.net/icml2015_chaudhuri_error_bounds,30
2015-09-27,MRA-based Statistical Learning from Incomplete Rankings,http://videolectures.net/icml2015_sibony_incomplete_rankings,30
2015-10-22,How to monitor global media?,http://videolectures.net/eswc2015_grobelnik_global_media,30
2015-07-15,Inductive Classification Through Evidence-Based Models and Their Ensembles,http://videolectures.net/eswc2015_rizzo_inductive_classification,30
2015-12-05,Discovering Temporal Causal Relations from Subsampled Data,http://videolectures.net/icml2015_zhang_subsampled_data,30
2016-10-24,An Efficient Fusion Move Algorithm for the Minimum Cost Lifted Multicut Problem,http://videolectures.net/eccv2016_beier_efficient_fusion,30
2015-12-05,Binary Embedding: Fundamental Limits and Fast Algorithm,http://videolectures.net/icml2015_caramanis_fast_algorithm,30
2016-10-24,Multi-view 3D Models from Single Images With a Convolutional Network,http://videolectures.net/eccv2016_tatarchenko_convolutional_networks,30
2016-11-07,"Predicting Trust Relations Among Users in a Social Network: The Role of Influence, Cohesion and Valence",http://videolectures.net/kdd2016_vedula_trust_relations,30
2016-10-24,Top-down Neural Attention by Excitation Backprop,http://videolectures.net/eccv2016_sclaroff_excitation_backprop,30
2015-07-15,Utilizing the Open Movie Data Base for Predicting the Review Class of Movies,http://videolectures.net/eswc2015_schaible_movie_data,29
2016-10-12,Disease Propagation in Social Networks: A Novel Study of Infection Genesis and Spread on Twitter,http://videolectures.net/kdd2016_shah_infection_genesis,29
2016-02-10,Opening the Black Box: Hierarchical Sampling Optimization for Estimating Human Hand Pose,http://videolectures.net/iccv2015_taylor_hierarchical_sampling,29
2016-09-27,Goal-Directed Inductive Matrix Completion,http://videolectures.net/kdd2016_si_matrix_completion,29
2016-09-27,DeepIntent: Learning Attentions for Online Advertising with Recurrent Neural Networks,http://videolectures.net/kdd2016_zhai_neural_networks,29
2015-09-27,Complex Event Detection using Semantic Saliency and Nearly-Isotonic SVM,http://videolectures.net/icml2015_chang_complex_event_detection,29
2015-07-15,Introduction to the Linked Data Mining Challenge,http://videolectures.net/eswc2015_ristoski_data_mining,29
2015-09-27,An Online Learning Algorithm for Bilinear Models,http://videolectures.net/icml2015_wu_bilinear_models,29
2015-05-11,Na mednarodni konferenci tudi zabavne aplikacije računalniškega vida,http://videolectures.net/STAkrog_znanstvena_konferenca_fg2015,29
2015-12-05,A Linear Dynamical System Model for Text,http://videolectures.net/icml2015_belanger_dynamical_system,29
2015-12-20,Evropa in večjezičnost ,http://videolectures.net/elrc2015_jaksa_evropa_vecjezicnost,29
2015-07-02,Active Nonrigid ICP Algorithm,http://videolectures.net/fgconference2015_cheng_icp_algorithm,29
2015-05-29,"Robot, ki sliši in govori",http://videolectures.net/single_podpecan_robot,29
2015-12-05,Distributed Box-Constrained Quadratic Optimization for Dual Linear SVM,http://videolectures.net/icml2015_lee_quadratic_optimization,28
2015-10-21,A multi-scale methodology for explaining data streams,http://videolectures.net/sikdd2015_stopar_multiscale_methodology,28
2015-12-05,Differentially Private Bayesian Optimization ,http://videolectures.net/icml2015_kusner_bayesian_optimization,28
2015-12-05,Strongly Adaptive Online Learning,http://videolectures.net/icml2015_gonen_online_learning,28
2016-10-06,Language processing pipelines for knowledge technologies,http://videolectures.net/eswc2016_tadic_language_processing,28
2015-09-27,Random Coordinate Descent Methods for Minimizing Decomposable Submodular Functions,http://videolectures.net/icml2015_ene_decomposable_submodular_functions,28
2015-07-15,Entity Recommendations Using Hierarchical Knowledge Bases,http://videolectures.net/eswc2015_sheth_knowledge_bases,28
2016-10-24,Look-Ahead Before You Leap: End-to-End Active Recognition by Forecasting the Effect of Motion,http://videolectures.net/eccv2016_jayaraman_active_recognition,28
2015-12-05,MADE: Masked Autoencoder for Distribution Estimation,http://videolectures.net/icml2015_germain_distribution_estimation,28
2015-12-05,Efficient Learning in Large-Scale Combinatorial Semi-Bandits,http://videolectures.net/icml2015_kveton_efficient_learning,28
2015-07-02,My 10 Year Research Vision: Face Analysis Systems,http://videolectures.net/fgconference2015_pietikainen_face_analysis,28
2015-09-27,Landmarking Manifolds with Gaussian Processes,http://videolectures.net/icml2015_liang_landmarking_manifolds,28
2015-12-05,Removing systematic errors for exoplanet search via latent causes,http://videolectures.net/icml2015_schoelkopf_systematic_errors,28
2015-10-21,Relating biological and clinical features of Alzheimers patients with predictive clustering trees,http://videolectures.net/sikdd2015_breskvar_alzheimer_patients,28
2015-09-27,Robust partially observable Markov decision process,http://videolectures.net/icml2015_osogami_markov_decision_process,27
2015-12-05,Counterfactual Risk Minimization: Learning from Logged Bandit Feedback,http://videolectures.net/icml2015_swaminathan_bandit_feedback,27
2015-09-27,A Probabilistic Model for Dirty Multi-task Feature Selection,http://videolectures.net/icml2015_hernandez_lobato_probabilistic_model,27
2015-09-27,Learning Fast-Mixing Models for Structured Prediction,http://videolectures.net/icml2015_steinhardt_fast_mixing_models,27
2016-10-24,Unified Depth Prediction and Intrinsic Image Decomposition from a Single Image via Joint Convolutional Neural Fields,http://videolectures.net/eccv2016_kim_depth_prediction,27
2015-07-15,Uduvudu: A Graph-Aware and Adaptive UI Framework for Linked Data ,http://videolectures.net/eswc2015_luggen_uduvudu,27
2016-10-12,Foundations for Scaling ML in Apache Spark,http://videolectures.net/kdd2016_bradley_apache_spark,27
2016-07-28,Fast Approximate A-box Consistency Checking using Machine Learning,http://videolectures.net/eswc2016_paulheim_efficient_approximation,27
2016-09-05,It’s About Time,http://videolectures.net/kdd2016_smallwood_about_time,27
2015-07-15,What Crowdsourcing Tells Us about Cognition: the Case of Anaphora,http://videolectures.net/eswc2015_poesio_case_of_anaphora,27
2015-11-10,Serving DBPedia with DOLCE - More than Just Adding a Cherry on Top,http://videolectures.net/iswc2015_paulheim_serving_dbpedia,27
2016-09-25,Come-and-Go Patterns of Group Evolution: A Dynamic Model,http://videolectures.net/kdd2016_zhang_group_evolution,27
2016-03-07,Inference in Ising models,http://videolectures.net/netadis2015_bhattacharya_ising_models,27
2016-10-12,Making fashion recommendations with human-in-the-loop machine learning,http://videolectures.net/kdd2016_klingenberg_machine_learning,27
2015-07-02,DECAF: MEG-based Multimodal Database for Decoding Affective Physiological Responses,http://videolectures.net/fgconference2015_sebe_physiological_responses,27
2015-09-27,Multi-view Sparse Co-clustering via Proximal Alternating Linearized Minimization,http://videolectures.net/icml2015_bi_multi_view_sparse_co_clustering,27
2015-09-27,Attribute Efficient Linear Regression with Distribution-Dependent Sampling,http://videolectures.net/icml2015_kukliansky_linear_regression,26
2016-07-28,Opening Ceremony,http://videolectures.net/eswc2016_sack_opening_ceremony,26
2016-09-25,Dynamic Clustering of Streaming Short Documents,http://videolectures.net/kdd2016_zhang_dynamic_clustering,26
2015-10-22,"Fundamentals of Linked Data: main standards and technology components, motivating application scenario",http://videolectures.net/eswc2015_norton_linked_data,26
2015-02-17,The Firm and the Financial Markets,http://videolectures.net/mlpmsummerschool2014_tapia_financial_markets,26
2016-10-25,Heterogenous Graph Mining for Measuring the Impact of Research Institutions,http://videolectures.net/kdd2016_qiu_research_institutions,26
2016-07-28,Semanting Technologies in Business: are we there yet?,http://videolectures.net/eswc2016_pratsini_semanting_technologies,26
2015-09-27,Entropic Graph-based Posterior Regularization,http://videolectures.net/icml2015_libbrecht_posterior_regularization,26
2015-07-02,The Social Signal Value of Emotion Expressions: The Impact of Context and Culture,http://videolectures.net/fgconference2015_hess_context_culture,26
2016-11-10,Semantic Technologies for Data Analysis in Health Care,http://videolectures.net/iswc2016_piro_semantic_technologies,26
2015-12-05,Mind the duality gap: safer rules for the Lasso,http://videolectures.net/icml2015_gramfort_duality_gap,26
2016-10-24,The Curious Robot: Learning Visual Representations via Physical Interactions,http://videolectures.net/eccv2016_pinto_curious_robot,26
2015-09-27,On the Optimality of Multi-Label Classification under Subset Zero-One Loss for Distributions Satisfying the Composition Property,http://videolectures.net/icml2015_gasse_multi_label_classification,26
2015-12-05,HawkesTopic: A Joint Model for Network Inference and Topic Modeling from Text-Based Cascades,http://videolectures.net/icml2015_he_topic_modeling,26
2015-09-27,A Deeper Look at Planning as Learning from Replay,http://videolectures.net/icml2015_van_seijen_learning_from_replay,26
2015-09-27,Active Nearest Neighbors in Changing Environments,http://videolectures.net/icml2015_berlind_active_nearest_neighbors,25
2015-07-28,Direct Predictive Collaborative Control of a Prosthetic Arm,http://videolectures.net/rldm2015_pilarski_prosthetic_arm,25
2016-03-07,"Implementing efficient ""shotgun"" inference of neural connectivity from highly sub-sampled activity data",http://videolectures.net/netadis2015_soudry_activity_data,25
2016-10-25,Deep Learning for Connectomicss,http://videolectures.net/kdd2016_ji_deep_learning,25
2015-09-27,Information Geometry and Minimum Description Length Networks,http://videolectures.net/icml2015_sun_information_geometry,25
2015-07-02,Human Pose Search using Deep Poselets,http://videolectures.net/fgconference2015_jammalamadaka_pose_search,25
2015-12-20,Kakšne vrste podatkov potrebujemo,http://videolectures.net/elrc2015_vintar_vrste_podatkov,25
2015-07-15,Distributed and Scalable OWL EL Reasoning,http://videolectures.net/eswc2015_mutharaju_scalable_reasoning,25
2015-09-27,Community Detection Using Time-Dependent Personalized PageRank,http://videolectures.net/icml2015_avron_community_detection,25
2015-12-01,Stephen Purcell interview,http://videolectures.net/esr2015_purcell_interview,25
2016-11-10,Efficient Algorithms for Association Finding and Frequent Association Pattern Mining,http://videolectures.net/iswc2016_cheng_efficient_algorithms,25
2015-12-05,Tracking Approximate Solutions of Parameterized Optimization Problems over Multi-Dimensional (Hyper-)Parameter Domains,http://videolectures.net/icml2015_laue_approximate_solutions,25
2016-10-25,Feature Engineering and Ensemble Modeling for Paper Acceptance Rank Prediction,http://videolectures.net/kdd2016_qian_rank_prediction,25
2016-10-06,Understanding and communicating with data,http://videolectures.net/eswc2016_phethean_understanding_communicating,25
2015-10-21,Event detection in twitter with an event knowledge base,http://videolectures.net/sikdd2015_rei_event_detection,25
2015-12-05,Norm Regularization: Error Bounds and Convergence Rate Analysis of First-Order Methods,http://videolectures.net/icml2015_zhou_error_bounds,25
2015-12-01,Opening Ceremony,http://videolectures.net/iswc2015_staab_opening,24
2016-10-06,Data and Algorithmic Bias in the Web,http://videolectures.net/eswc2016_baeza_yates_algorithmic_bias,24
2015-09-27,Learning Local Invariant Mahalanobis Distances,http://videolectures.net/icml2015_fetaya_mahalanobis_distances,24
2015-07-15,On Discovering Relationships in Multi-Label Learning via Linked Open Data ,http://videolectures.net/eswc2015_papagiannopoulou_open_data,24
2016-09-25,FINAL: Fast Attributed Network Alignment,http://videolectures.net/kdd2016_zhang_network_alignment,24
2015-07-15,Query Execution Optimization for Clients of Triple Pattern Fragments,http://videolectures.net/eswc2015_van_herwegen_pattern_fragments,24
2016-10-24,Fast Guided Global Interpolation for Depth and Motion,http://videolectures.net/eccv2016_lu_depth_motion,24
2015-12-01,RESILENS project with Ehiaze Ehimen,http://videolectures.net/esr2015_ehimen_resilens_project,24
2016-10-12,Communities and Anomalies in Attributed Networks,http://videolectures.net/kdd2016_akoglu_attributed_networks,24
2016-09-27,Positive Unlabeled Learning in Streaming Networks,http://videolectures.net/kdd2016_chang_unlabeled_learning,24
2015-12-05,On Symmetric and Asymmetric LSHs for Inner Product Search,http://videolectures.net/icml2015_srebro_product_search,24
2016-10-24,Heat Diffusion Long-Short Term Memory Learning for 3D Shape Analysis,http://videolectures.net/eccv2016_zhu_shape_analysis,24
2016-09-25,Taxi Driving Behavior Analysis in Latent Vehicle-to-Vehicle Networks: A Social Influence Perspective,http://videolectures.net/kdd2016_xu_behavior_analysis,24
2016-10-24,Dual Structured Light 3D using a 1D Sensor,http://videolectures.net/eccv2016_gupta_1d_sensor,24
2016-09-25,Graph Wavelets via Sparse Cuts,http://videolectures.net/kdd2016_da_silva_sparse_cuts,24
2015-10-22,Far far away: driving HMI requirements towards the comfortable range in Electric Vehicles,http://videolectures.net/emender2015_calefato_electric_vehicles,24
2016-09-25,Modeling Precursors for Event Forecasting via Nested Multi-Instance Learning,http://videolectures.net/kdd2016_ning_modeling_precursors,24
2016-10-06,"Data Science for Social Impact: Case Studies, Challenges, and Opportunities",http://videolectures.net/eswc2016_ghani_data_science,24
2015-12-05,Bayesian and Empirical Bayesian Forests,http://videolectures.net/icml2015_taddy_bayesian_forests,24
2016-10-06,"Knowledge Representation on the Web using Prototypes: Syntax, Semantics and Pragmatics",http://videolectures.net/eswc2016_decker_knowledge_representation,24
2016-07-28,TermPicker: Enabling the Reuse of Vocabulary Terms by Exploiting Data from the Linked Open Data Cloud,http://videolectures.net/eswc2016_schaible_open_data,24
2015-09-27,Sparse Variational Inference for Generalized GP Models,http://videolectures.net/icml2015_sheth_generalized_gp_models,24
2016-10-25,Toward Semantic Understanding of Mobility Data,http://videolectures.net/kdd2016_li_mobility_data,23
2015-09-27,K-hyperplane Hinge-Minimax Classifier,http://videolectures.net/icml2015_osadchy_hinge_minimax_classifier,23
2016-09-22,Contextual Intent Tracking for Personal Assistants,http://videolectures.net/kdd2016_sun_personal_assistants,23
2015-12-01, FORCE project with Michael Remes,http://videolectures.net/esr2015_remes_force_project,23
2015-12-05,The Fundamental Incompatibility of Scalable Hamiltonian Monte Carlo and Naive Data Subsampling,http://videolectures.net/icml2015_betancourt_data_subsampling,23
2015-07-02,Multi-Instance Hidden Markov Model For Facial Expression Recognition,http://videolectures.net/fgconference2015_ji_facial_expression,23
2016-09-27,Fast Memory-efficient Anomaly Detection in Streaming Heterogeneous Graphs,http://videolectures.net/kdd2016_manzoor_anomaly_detection,23
2016-10-24,Sparse Subspace Clustering,http://videolectures.net/eccv2016_yang_subspace_clustering,23
2016-10-12,Exploiting the Computation Graph for Large Scale Distributed Machine Learning,http://videolectures.net/kdd2016_vishwanathan_machine_learning,23
2015-09-27,Inference in a Partially Observed Queuing Model with Applications in Ecology,http://videolectures.net/icml2015_winner_queuing_model,23
2015-11-10,LOD Lab: Experiments at LOD Scale,http://videolectures.net/iswc2015_rietveld_lod_scale,23
2015-07-02,Pain Assessment in Infants: Towards Spotting the Pain Expression Based on the Facial Strain,http://videolectures.net/fgconference2015_alzamzmi_facial_strain,23
2015-07-15,Knowledge Enabled Approach to Predict the Location of Twitter Users,http://videolectures.net/eswc2015_sheth_twitter_users,23
2015-09-27,Stay on path: PCA along graph paths,http://videolectures.net/icml2015_asteris_graph_paths,23
2015-12-21,Razvoj korpusa slovenskih spletnih uporabniških vsebin Janes,http://videolectures.net/slovenscina2015_erjavec_razvoj_korpusa,23
2015-07-15,Cooperative Techniques for SPARQL Query Relaxation in RDF Databases,http://videolectures.net/eswc2015_fokou_rdf_databases,22
2015-12-05,A trust-region method for stochastic variational inference with applications to streaming data,http://videolectures.net/icml2015_theis_streaming_data,22
2015-09-27,A Unified Framework for Outlier-Robust PCA-like Algorithms,http://videolectures.net/icml2015_yang_pca_like_algorithms,22
2016-07-28,Sentiment Analysis in Social Networks through Topic modeling,http://videolectures.net/lrec2016_naskar_social_networks,22
2015-09-27,Learning Scale-Free Networks by Dynamic Node Specific Degree Prior,http://videolectures.net/icml2015_xu_scale_free_networks,22
2015-07-02,Lessons from Collecting a Million Biometric Samples,http://videolectures.net/fgconference2015_phillips_biometric_samples,22
2015-07-02,FG 2015 Opening,http://videolectures.net/fgconference2015_opening,22
2015-07-15,Learning a Cross-Lingual Semantic Representation of Relations Expressed in Text,http://videolectures.net/eswc2015_rettinger_semantic_representation,22
2015-07-15,A Compact In-Memory Dictionary for RDF data,http://videolectures.net/eswc2015_bazoobandi_rdf_data,22
2015-12-05,Cascading Bandits: Learning to Rank in the Cascade Model ,http://videolectures.net/icml2015_kveton_cascading_bandits,22
2015-12-05,Inferring Graphs from Cascades: A Sparse Recovery Framework,http://videolectures.net/icml2015_horel_recovery_framework,22
2015-07-15,Using Semantic Web Technologies for Enterprise Architecture Analysis,http://videolectures.net/eswc2015_osenberg_architecture_analysis,22
2016-07-28,Embedding Mapping Approaches for Tensor Factorization and Knowledge Graph Modelling,http://videolectures.net/eswc2016_yang_graph_modelling,22
2016-10-12,"Dynamic Processes over Information Networks Representation, Modeling, Learning and Inference",http://videolectures.net/kdd2016_song_dynamic_processes,22
2016-09-22,An Engagement-Based Customer Lifetime Value System for E-commerce,http://videolectures.net/kdd2016_vanderveld_value_system,22
2016-10-24,Segmentation from Natural Language Expressions,http://videolectures.net/eccv2016_hu_natural_language,22
2015-07-02,Panel session: The Promise and Perils of Found Data,http://videolectures.net/fgconference2015_cohn_panel,22
2015-12-05,How Can Deep Rectifier Networks Achieve Linear Separability and Preserve Distances?,http://videolectures.net/icml2015_an_linear_separability,22
2016-07-28,CyCLaDEs: A Decentralized Cache for Triple Pattern Fragments,http://videolectures.net/eswc2016_folz_pattern_fragments,22
2016-02-10,CV-HAZOP: Introducing Test Data Validation for Computer Vision,http://videolectures.net/iccv2015_zendel_computer_vision,22
2015-09-27,A Theoretical Analysis of Metric Hypothesis Transfer Learning,http://videolectures.net/icml2015_perrot_transfer_learning,22
2015-07-02,A Survey on Mouth Modeling and Analysis for Sign Language Recognition,http://videolectures.net/fgconference2015_antonakos_sign_language,22
2015-12-01,"Security, Privacy and Big Data Standards",http://videolectures.net/esr2015_walshe_big_data,22
2015-09-27,Convex Calibrated Surrogates for Hierarchical Classification,http://videolectures.net/icml2015_ramaswamy_hierarchical_classification,22
2016-09-25,Asymmetric Transitivity Preserving Graph Embedding,http://videolectures.net/kdd2016_zhang_asymmetric_transitivity,22
2015-07-02,Privacy in Mini-drone Based Video Surveillance,http://videolectures.net/fgconference2015_ebrahimi_video_surveillance,21
2016-11-10,Domain Adaptation for Ontology Localization,http://videolectures.net/iswc2016_mccrae_domain_adaptation,21
2015-11-10,LSQ: Linked SPARQL Queries Dataset ,http://videolectures.net/iswc2015_saleem_queries_dataset,21
2015-07-02,My 10 Year Research Vision: Automatic Sign Language Recognition,http://videolectures.net/fgconference2015_akarun_sign_language,21
2015-12-05,A General Analysis of the Convergence of ADMM,http://videolectures.net/icml2015_nishihara_general_analysis,21
2015-07-15,Heuristics for Fixing Common Errors in Deployed schema.org Microdata,http://videolectures.net/eswc2015_meusel_schema_org,21
2016-10-12,From Practice to Theory in Learning from Massive Data,http://videolectures.net/kdd2016_elkan_massive_data,21
2016-07-28,Slovene and the South Slavic Language Family - the Obligation of Expressing Duality and Other Stories from the South,http://videolectures.net/lrec2016_krek_slavic,21
2016-03-07,Exact and approximate solutions for spatial stochastic models of chemical systems,http://videolectures.net/netadis2015_grima_chemical_systems,21
2015-07-28,Choice reflexes in the rodent habit system,http://videolectures.net/rldm2015_gruber_choice_reflexes,21
2015-07-15,Quality Assessment of Linked Datasets using Probabilistic Approximations,http://videolectures.net/eswc2015_debattista_linked_datasets,21
2016-09-22,Repeat Buyer Prediction for E-Commerce,http://videolectures.net/kdd2016_chen_buyer_prediction,21
2015-12-05,Distributed Inference for Dirichlet Process Mixture Models ,http://videolectures.net/icml2015_chen_distributed_inference,21
2015-11-10,Recursion in SPARQL,http://videolectures.net/iswc2015_reutter_recursion_sparql,21
2016-10-24,General Automatic Human Shape and Motion Capture Using Volumetric Contour Cues,http://videolectures.net/eccv2016_rhodin_human_shape,21
2016-07-28,The Lazy Traveling Salesman - Memory Management for Large - Scale Link Discovery,http://videolectures.net/eswc2016_ngonga_ngomo_link_discovery,21
2016-09-27,GMove: Group-Level Mobility Modeling using Geo-Tagged Social Media,http://videolectures.net/kdd2016_zhang_social_media,21
2015-12-05,A Bayesian nonparametric procedure for comparing algorithms,http://videolectures.net/icml2015_mangili_comparing_algorithms,21
2015-08-10,Comprehensibility and usability of classification trees,http://videolectures.net/solomon_piltaver_classification_trees,21
2015-11-10,Type-Constrained Representation Learning in Knowledge Graphs,http://videolectures.net/iswc2015_krompass_representation_learning,20
2016-11-10,Operator-aware approach for boosting performance in RDF stream processing,http://videolectures.net/iswc2016_le_phuoc_stream_processing,20
2015-12-05,BilBOWA: Fast Bilingual Distributed Representations without Word Alignments,http://videolectures.net/icml2015_gouws_word_alignments,20
2015-10-22,Querying Linked Data: SPARQL 101,http://videolectures.net/eswc2015_fundulaki_sparql_101,20
2015-12-05,A Fast Variational Approach for Learning Markov Random Field Language Models,http://videolectures.net/icml2015_jernite_language_models,20
2015-09-27,Non-Gaussian Discriminative Factor Models via the Max-Margin Rank-Likelihood,http://videolectures.net/icml2015_lian_factor_models,20
2015-09-27,Safe Screening for Multi-Task Feature Learning with Multiple Data Matrices,http://videolectures.net/icml2015_yang_feature_learning,20
2016-07-28,AskNow: A Framework for Natural Language Query Formalization in SPAR QL,http://videolectures.net/eswc2016_dubey_natural_language,20
2015-07-02,"Group-level Arousal and Valence Recognition in Static Images: Face, Body and Context",http://videolectures.net/fgconference2015_mou_static_images,20
2015-12-05,Hashing for Distributed Data,http://videolectures.net/icml2015_leng_distributed_data,20
2015-12-05,The Hedge Algorithm on a Continuum,http://videolectures.net/icml2015_krichene_hedge_algorithm,20
2015-12-05,Correlation Clustering in Data Streams,http://videolectures.net/icml2015_guha_data_streams,20
2015-10-22,Crowd truth,http://videolectures.net/eswc2015_welty_crowd_truth,20
2015-07-02,Automated Prediction and Analysis of Job Interview Performance: The Role of What You Say and How You Say It,http://videolectures.net/fgconference2015_hoque_automated_prediction,20
2016-09-22,Aircraft Trajectory Prediction made easy with Predictive Analytics,http://videolectures.net/kdd2016_ayhan_predictive_analytics,20
2016-07-28,"From Queriability to Informativity, Assessing “Quality in Use” of DBpedia and YAGO",http://videolectures.net/eswc2016_ruan_queriability_to_informativity,20
2016-10-12,Joint multi-modal representations for e-commerce catalog search driven by visual attributes,http://videolectures.net/kdd2016_saha_visual_attributes,20
2016-07-28,Implicit Entity Linking in Tweets,http://videolectures.net/eswc2016_perera_entity_linking,19
2015-11-10,RDFox: A Highly-Scalable RDF Store,http://videolectures.net/iswc2015_nenov_rdf_store,19
2016-10-24,An Empirical Study and Analysis of Generalized Zero-Shot Learning for Object Recognition in the Wild,http://videolectures.net/eccv2016_chao_object_recognition,19
2015-07-15,Supporting Open Collaboration in Science through Explicit and Linked Semantic Description of Processes,http://videolectures.net/eswc2015_michel_semantic_description,19
2016-09-25,Robust Extreme Multi-label Learning,http://videolectures.net/kdd2016_xu_multilabel_learning,19
2015-09-27,Safe Policy Search for Lifelong Reinforcement Learning with Sublinear Regret,http://videolectures.net/icml2015_eaton_lifelong_reinforcement_learning,19
2015-07-15,Ontology Consistency and Instance Checking for Real World Linked Data ,http://videolectures.net/eswc2015_mendel_gleason_linked_data,19
2015-12-05,Exponential Integration for Hamiltonian Monte Carlo,http://videolectures.net/icml2015_chao_exponential_integration,19
2016-10-12,The Great Time Series Classification Bake Off: An Experimental Evaluation of Recently Proposed Algorithms,http://videolectures.net/kdd2016_lines_proposed_algorithms,19
2015-09-27,A low variance consistent test of relative dependency,http://videolectures.net/icml2015_bounliphone_relative_dependency,19
2015-07-02,Detecting Bids for Eye Contact Using A Wearable Camera,http://videolectures.net/fgconference2015_ye_wearable_camera,19
2015-09-27,A Divide and Conquer Framework for Distributed Graph ClusteringLearning with Multiple Data Matrices,http://videolectures.net/icml2015_yang_distributed_graph_clustering,19
2016-10-12,Decoding Fashion Contexts Using Word Embeddings,http://videolectures.net/kdd2016_warrier_fashion_contexts,19
2016-11-10,Planning Ahead: Stream-Driven Linked-Data Access under Update-Budget Constraints,http://videolectures.net/iswc2016_gao_planning_ahead,19
2015-09-27,Bipartite Edge Prediction via Transductive Learning over Product Graphs,http://videolectures.net/icml2015_liu_bipartite_edge_prediction,19
2015-09-27,The Power of Randomization: Distributed Submodular Maximization on Massive Datasets,http://videolectures.net/icml2015_ward_randomization,19
2016-10-24,Detecting Engagement in Egocentric Video,http://videolectures.net/eccv2016_su_egocentric_video,19
2015-11-10,"Collecting, Integrating, Enriching and Republishing Open City Data as Linked Data",http://videolectures.net/iswc2015_bischof_linked_data,19
2016-11-10,A Fine-Grained Evaluation of SPARQL Endpoint Federation Systems,http://videolectures.net/iswc2016_saleem_federation_systems,19
2016-10-12,Recommendation and Opinion Mining with Visual Signals,http://videolectures.net/kdd2016_mcauley_visual_signals,19
2016-10-24,Precomputed Real-Time Texture Synthesis with Markovian Generative Adversarial Networks,http://videolectures.net/eccv2016_li_adversatial_networks,19
2016-09-27,Robust Large-Scale Machine Learning in the Cloud,http://videolectures.net/kdd2016_rendle_machine_learning,19
2015-10-20,UNESCO in the Field of Education Creativity and Multi-Stakeholder Co-Creation ,http://videolectures.net/internetofeducation2015_hrastelj_unesco,19
2016-10-12,FPGASVM: A Framework for Accelerating Kernelized Support Vector Machine Training using FPGAs,http://videolectures.net/kdd2016_bin_rabieah_machine_training,19
2016-10-24,Binary Hashing with Semidefinite Relaxation and Augmented Lagrangian,http://videolectures.net/eccv2016_do_binary_hashing,19
2016-09-27,Regime Shifts in Streams: Real-time Forecasting of Co-evolving Time Sequences,http://videolectures.net/kdd2016_matsubara_time_sequences,18
2015-10-22,Big Data Techniques For Supporting Prediction of Renewable Energy Production,http://videolectures.net/emender2015_masciari_big_data,18
2016-07-28, An Ontology-driven Approach for Semantic Annotation of Documents with Specific Concepts,http://videolectures.net/eswc2016_alec_ontology_approach,18
2016-10-24,ObjectNet3D: A Large Scale Database for 3D Object Recognition,http://videolectures.net/eccv2016_choy_object_recognition,18
2015-07-15,Requirements for and Evaluation of User Support for Large-Scale Ontology Alignment,http://videolectures.net/eswc2015_ivanova_ontology_alignment,18
2015-07-02,Spontaneous Facial Expression Analysis Based on Temperature Changes and Head Motions,http://videolectures.net/fgconference2015_liu_head_motions,18
