published,title,url,views
2015-12-20,Večjezični javni servisi v Sloveniji ,http://videolectures.net/elrc2015_panel_javni_servisi,60
2015-07-15,A Comparison of Data Structures to Manage URIs on the Web of Data,http://videolectures.net/eswc2015_mavlyutov_web_data,60
2016-11-15,Spatio-temporal clustering methods,http://videolectures.net/sikdd2016_senozetnik_clustering_methods,60
2016-02-10,Bilinear CNN Models for Fine-Grained Visual Recognition,http://videolectures.net/iccv2015_lin_visual_recognition,59
2015-12-05,Long Short-Term Memory Over Recursive Structures,http://videolectures.net/icml2015_zhu_recursive_structures,58
2015-07-15,HAWK – Hybrid Question Answering using Linked Data ,http://videolectures.net/eswc2015_usbeck_linked_data,58
2015-09-27,Optimizing Non-decomposable Performance Measures: A Tale of Two Classes,http://videolectures.net/icml2015_narasimhan_performance_measures,58
2016-10-24,Deep Networks with Stochastic Depth,http://videolectures.net/eccv2016_sun_deep_networks,58
2015-09-27,Surrogate Functions for Maximizing Precision at the Top,http://videolectures.net/icml2015_kar_surrogate_functions,58
2015-02-17,Deciphering human non-coding DNA using machine learning approaches,http://videolectures.net/mlpmsummerschool2014_bourque_human_non_coding_DNA,57
2016-09-01,Building apriori knowledge into conclusions drawn from simulations,http://videolectures.net/isba2016_diaconis_apriori_knowledge,57
2015-12-05,Universal Value Function Approximators,http://videolectures.net/icml2015_schaul_universal_value,57
2015-07-28,Utility-weighted sampling in decisions from experience,http://videolectures.net/rldm2015_lieder_utility_weighted,57
2015-09-27,Intersecting Faces: Non-negative Matrix Factorization With New Guarantees,http://videolectures.net/icml2015_zou_intersecting_faces,57
2015-07-15,Linked Data-as-a-Service: The Semantic Web Redeployed,http://videolectures.net/eswc2015_beek_semantic_web,57
2015-12-05,Learning Transferable Features with Deep Adaptation Networks,http://videolectures.net/icml2015_long_deep_adaptation,57
2016-02-10,Robust and Optimal Sum-of-Squares-Based Point-to-Plane Registration of Image Sets and Structured Scenes,http://videolectures.net/iccv2015_pani_pudel_image_sets,57
2015-07-28,Multi-Objective Markov Decision Processes for Decision Support,http://videolectures.net/rldm2015_lizotte_decision_support,57
2015-10-20,Opening up Serbia – The Serbian perspective on Open Education with BAEKTEL project an OER (Open Educational Resources) network,http://videolectures.net/internetofeducation2015_obradovic_opening_up,56
2015-07-15,WordLift: Meaningful Navigation Systems and Content Recommendation for News Sites running WordPress,http://videolectures.net/eswc2015_savastano_wordpress,56
2016-10-24,Target Response Adaptation for Correlation Filter Tracking,http://videolectures.net/eccv2016_bibi_target_response,56
2015-09-27,Distributed Estimation of Generalized Matrix Rank: Efficient Algorithms and Lower Bounds,http://videolectures.net/icml2015_zhang_generalized_matrix_rank,56
2015-12-05,Stochastic Optimization with Importance Sampling for Regularized Loss Minimization,http://videolectures.net/icml2015_zhao_loss_minimization,56
2016-02-10,Learning Complexity-Aware Cascades for Deep Pedestrian Detection,http://videolectures.net/iccv2015_cai_pedestrian_detection,55
2016-10-24,A Recurrent Encoder-Decoder Network for Sequential Face Alignment,http://videolectures.net/eccv2016_peng_face_alignment,55
2015-09-27,A Provable Generalized Tensor Spectral Method for Uniform Hypergraph Partitioning,http://videolectures.net/icml2015_ghoshdastidar_tensor_spectral_method,55
2016-02-10,Web-Scale Image Clustering Revisited,http://videolectures.net/iccv2015_kalantidis_image_clustering,55
2015-12-01,securePART project with Alexandre Almeida,http://videolectures.net/esr2015_almeida_securepart_project,55
2015-07-28,Efficient Coding and Choice Behavior,http://videolectures.net/rldm2015_woodford_choice_behavior,55
2016-01-06,Online Tracking by Learning Discriminative Saliency Map with Convolutional Neural Network,http://videolectures.net/icml2015_hong_neural_network,55
2015-09-27,Classification with Low Rank and Missing Data,http://videolectures.net/icml2015_livni_classification,55
2015-09-27,CUR Algorithm for Partially Observed Matrices,http://videolectures.net/icml2015_xu_partially_observed_matrices,55
2016-09-22,Email Volume Optimization at LinkedIn,http://videolectures.net/kdd2016_gupta_volume_optimization,54
2015-01-30,Text Annotation using Background Knowledge,http://videolectures.net/single_rusu_text_annotation,54
2015-09-27,Low-Rank Matrix Recovery from Row-and-Column Affine Measurements,http://videolectures.net/icml2015_wagner_matrix_recovery,54
2015-09-27,Swept Approximate Message Passing for Sparse Estimation,http://videolectures.net/icml2015_tramel_sparse_estimation,54
2016-02-10,Minimum Barrier Salient Object Detection at 80 FPS,http://videolectures.net/iccv2015_sclaroff_object_detection,54
2015-10-21,Ingredients matching in bakery products,http://videolectures.net/sikdd2015_eftimov_bakery_products,54
2015-10-21,A topological data analysis approach to the epidemiology of influenza,http://videolectures.net/sikdd2015_costa_topological_data,54
2015-10-22,Building and using ontologies,http://videolectures.net/eswc2015_simperl_building_ontologies,53
2015-09-27,On the Relationship between Sum-Product Networks and Bayesian Networks,http://videolectures.net/icml2015_zhao_relationship,52
2015-10-21,Inverted Heuristics in Subgroup Discovery,http://videolectures.net/sikdd2015_valmarska_inverted_heuristics,52
2015-12-05,Nested Sequential Monte Carlo Methods,http://videolectures.net/icml2015_naesseth_nested_sequential,52
2015-10-22,Big Data technology for systems monitoring in Energy - BigDataEurope,http://videolectures.net/emender2015_androutsopoulos_big_data,52
2015-10-21,Modelling in Energy Related Scenarios,http://videolectures.net/sikdd2015_kenda_energy_scenarios,52
2015-02-17,Methodological aspects in integromics: integrating multiple omics data sets,http://videolectures.net/mlpmsummerschool2014_van_steen_integromics,52
2016-10-24,Learning a Predictable and Generative Vector Representation for Objects,http://videolectures.net/eccv2016_girdhar_vector_representation,52
2015-10-20,MyMachine – from Kindergarten to Industry introducing a Creative Approach to all levels in Education,http://videolectures.net/internetofeducation2015_crnko_grymonprez_mymachine,52
2016-09-27,Smart Reply: Automated Response Suggestion for Email,http://videolectures.net/kdd2016_kannan_smart_reply,52
2016-02-10,"Segment-Phrase Table for Semantic Segmentation, Visual Entailment and Paraphrasing",http://videolectures.net/iccv2015_divvala_semantic_segmentation,51
2015-09-27,Learning from Corrupted Binary Labels via Class-Probability Estimation,http://videolectures.net/icml2015_menon_corrupted_binary_labels,51
2016-10-24,Modeling Context in Referring Expressions,http://videolectures.net/eccv2016_yu_modeling_context,51
2016-10-24,LIFT: Learned Invariant Feature Transform,http://videolectures.net/eccv2016_yi_feature_transform,51
2015-09-27,Theory of Dual-sparse Regularized Randomized Reduction,http://videolectures.net/icml2015_yang_randomized_reduction,51
2016-10-24,Identity Mappings in Deep Residual Networks,http://videolectures.net/eccv2016_zhang_residual_networks,51
2015-09-27,PU Learning for Matrix Completion,http://videolectures.net/icml2015_hsieh_matrix_completion,50
2015-10-22,Ontology reasoning,http://videolectures.net/eswc2015_fundulaki_ontology_reasoning,50
2016-05-31,Parallel Multi-Objective Evolutionary Algorithms,http://videolectures.net/bioma2016_talbi_evolutionary_algorithms,50
2015-09-27,Moderated and Drifting Linear Dynamical Systems,http://videolectures.net/icml2015_guan_linear_dynamical_systems,50
2015-10-21,The Pursuit of Journalistic News Values through Text Mining Techniques,http://videolectures.net/sikdd2015_belyaeva_pursuit_news,50
2015-09-27,A Unifying Framework of Anytime Sparse Gaussian Process Regression Models with Stochastic Variational Inference for Big Data,http://videolectures.net/icml2015_low_unifying_framework,50
2015-09-27,Online Time Series Prediction with Missing Data,http://videolectures.net/icml2015_anava_time_series_prediction,50
2015-07-15,RDF-Ext JavaScript library for working with RDF & Linked Data,http://videolectures.net/eswc2015_luggen_rdf,50
2015-12-05,How Hard is Inference for Structured Prediction?,http://videolectures.net/icml2015_sontag_structured_prediction,50
2015-09-27,Log-Euclidean Metric Learning on Symmetric Positive Definite Manifold with Application to Image Set Classification,http://videolectures.net/icml2015_xin_log_euclidean_metric_learning,49
2015-12-05,A Nearly-Linear Time Framework for Graph-Structured Sparsity ,http://videolectures.net/icml2015_schmidt_time_framework,49
2015-07-15,Using Ontologies For Modeling Virtual Reality Scenarios,http://videolectures.net/eswc2015_dragoni_reality_scenarios,49
2015-09-27,Robust Estimation of Transition Matrices in High Dimensional Heavy-tailed Vector Autoregressive Processes,http://videolectures.net/icml2015_xu_transition_matrices,49
2015-09-27,Entropy-Based Concentration Inequalities for Dependent Variables,http://videolectures.net/icml2015_ralaivola_dependent_variables,49
2016-02-10,Shape Interaction Matrix Revisited and Robustified: Efficient Subspace Clustering With Corrupted and Incomplete Data,http://videolectures.net/iccv2015_ji_incomplete_data,49
2016-09-09,Business Applications of Predicitive Modeling at Scale,http://videolectures.net/kdd2016_tutorial_business_applications,48
2016-09-09,Algorithmic Bias: From Discrimination Discovery to Fairness-Aware Data Mining,http://videolectures.net/kdd2016_tutorial_algorithmic_bias,48
2015-12-05,Learning Word Representations with Hierarchical Sparse Coding,http://videolectures.net/icml2015_yogatama_sparse_coding,48
2015-07-28,Reinforcement Learning in Decentralized Stochastic Control Systems with Partial History Sharing,http://videolectures.net/rldm2015_arabneydi_history_sharing,48
2016-09-25,"""Why Should I Trust you?"" Explaining the Predictions of Any Classifier",http://videolectures.net/kdd2016_ribeiro_any_classifier,48
2016-10-24,Less is More: Towards Compact CNNs,http://videolectures.net/eccv2016_zhou_compact_cnns,48
2015-09-27,Unsupervised Riemannian Metric Learning for Histograms Using Aitchison Transformations,http://videolectures.net/icml2015_le_histograms,48
2015-07-15,RDF Digest: Efficient Summarization of RDF/S KBs,http://videolectures.net/eswc2015_troullinou_rdf_digest,47
2016-10-24,Joint Face Alignment and 3D Face Reconstruction,http://videolectures.net/eccv2016_liu_face_alignment,47
2015-09-27,Streaming Sparse Principal Component Analysis,http://videolectures.net/icml2015_yang_principal_component_analysis,47
2016-02-10,Registering Images to Untextured Geometry Using Average Shading Gradients,http://videolectures.net/iccv2015_ploetz_registering_images,47
2016-02-10,Semantic Component Analysis,http://videolectures.net/iccv2015_murdock_component_analysis,47
2015-07-28,Escaping Groundhog Day,http://videolectures.net/rldm2015_macglashan_groundhog_day,47
2015-09-27,Consistent Multiclass Algorithms for Complex Performance Measures,http://videolectures.net/icml2015_narasimhan_complex_performance_measures,47
2016-11-15,Modeling Probability of Default and Credit Limits,http://videolectures.net/sikdd2016_herga_modeling_probability,47
2015-11-10,Why Harmonized Data Matters: Semantics and Inference Processing in Finance,http://videolectures.net/iswc2015_atkin_harmonized_data,47
2015-12-05,Simple regret for infinitely many armed bandits,http://videolectures.net/icml2015_carpentier_armed_bandits,46
2016-09-09,"Collective Sensemaking via Social Sensors: Extracting, Profiling, Analyzing, and Predicting Real-world Events",http://videolectures.net/kdd2016_tutorial_social_sensors,46
2016-09-25,Structured Doubly Stochastic Matrix for Graph Based Clustering,http://videolectures.net/kdd2016_wang_stochastic_matrix,46
2015-09-27,Context-based Unsupervised Data Fusion for Decision Making,http://videolectures.net/icml2015_van_der_schaar_decision_making,46
2015-12-05,PASSCoDe: Parallel ASynchronous Stochastic dual Co-ordinate Descent,http://videolectures.net/icml2015_hsieh_stochastic_dual,46
2016-09-27,Continuous Experience-aware Language Model,http://videolectures.net/kdd2016_mukherjee_language_model,46
2016-09-16,Streaming Analytics,http://videolectures.net/kdd2016_tutorial_streaming_analytics,46
2016-10-24,Deep Reconstruction-Classification Networks for Unsupervised Domain Adaptation,http://videolectures.net/eccv2016_ghifary_domain_adaptation,46
2016-09-16,Big Natural Language Data Processing,http://videolectures.net/kdd2016_tutorial_language_data_processing,45
2015-09-27,Structural Maxent Models,http://videolectures.net/icml2015_kuznetsov_structural_maxent_models,45
2015-12-05,Stochastic Primal-Dual Coordinate Method for Regularized Empirical Risk Minimization,http://videolectures.net/icml2015_zhang_risk_minimization,45
2015-07-02,Modeling Transition Patterns Between Events for Temporal Human Action Segmentation and Classification,http://videolectures.net/fgconference2015_kim_human_action,45
2015-12-05,Optimizing Neural Networks with Kronecker-factored Approximate Curvature,http://videolectures.net/icml2015_martens_approximate_curvature,45
2015-12-05,Adding vs. Averaging in Distributed Primal-Dual Optimization,http://videolectures.net/icml2015_smith_dual_optimization,45
2015-09-27,Off-policy Model-based Learning under Unknown Factored Dynamics,http://videolectures.net/icml2015_hallak_unknown_factored_dynamics,45
2015-12-05,Scalable Nonparametric Bayesian Inference on Point Processes with Gaussian Processes,http://videolectures.net/icml2015_kom_samo_gaussian_processes,45
2016-09-09,Scalable Learning of Graphical Models,http://videolectures.net/kdd2016_tutorial_scalable_learning,45
2015-12-05,An Asynchronous Distributed Proximal Gradient Method for Composite Convex Optimization,http://videolectures.net/icml2015_iyengar_convex_optimization,44
2015-12-05,DiSCO: Distributed Optimization for Self-Concordant Empirical Loss,http://videolectures.net/icml2015_zhang_empirical_loss,44
2016-02-10,Low-Rank Matrix Factorization Under General Mixture Noise Distributions,http://videolectures.net/iccv2015_cao_matrix_factorization,44
2016-07-28,Minute of Madness,http://videolectures.net/eswc2016_minute_madness,44
2015-07-15,FrameBase: Representing N-ary Relations using Semantic Frames,http://videolectures.net/eswc2015_rouces_semantic_frames,44
2016-11-15,Information Flow Between News Articles: Slovene Media Case Study,http://videolectures.net/sikdd2016_choloniewski_slovene_media,44
2015-07-02,A Random Forest Approach to Segmenting and Classifying Gestures,http://videolectures.net/fgconference2015_joshi_classifying_gestures,44
2015-07-02,Expression Robust 3D Face Recognition by Matching Multi-component Local Shape Descriptors on the Nasal and Adjoining Cheek Regions,http://videolectures.net/fgconference2015_gao_cheek_regions,44
2015-12-05,Learning Submodular Losses with the Lovasz Hinge,http://videolectures.net/icml2015_yu_lovasz_hinge,44
2015-07-15,Minute of Madness,http://videolectures.net/eswc2015_minute_of_madness,44
2016-10-24,Learning to Refine Object Segments,http://videolectures.net/eccv2016_pinheiro_refine_object,44
2015-09-27,Ranking from Stochastic Pairwise Preferences: Recovering Condorcet Winners and Tournament Solution Sets at the Top,http://videolectures.net/icml2015_rajkumar_stochastic_pairwise_preferences,44
2016-10-12,Bayesian optimization and its applications for autonomous vehicles,http://videolectures.net/kdd2016_schneider_autonomous_vehicles,43
2015-12-05,Harmonic Exponential Families on Manifolds,http://videolectures.net/icml2015_cohen_exponential_families,43
2016-02-10,Airborne Three-Dimensional Cloud Tomography,http://videolectures.net/iccv2015_levis_cloud_tomography,43
2015-02-17,Principles of genomic data analysis,http://videolectures.net/mlpmsummerschool2014_dopazo_genomic_data,43
2016-10-24,Capturing Dynamic Textured Surfaces of Moving Targets,http://videolectures.net/eccv2016_li_moving_targets,43
2015-12-05,A Stochastic PCA and SVD Algorithm with an Exponential Convergence Rate,http://videolectures.net/icml2015_shamir_convergence_rate,43
2016-02-10,Flow Fields: Dense Correspondence Fields for Highly Accurate Large Displacement Optical Flow Estimation,http://videolectures.net/iccv2015_bailer_flow_fields,43
2016-09-22,Data-Driven Metric Development for Online Controlled Experiments: Seven Lessons Learned,http://videolectures.net/kdd2016_shi_lessons_learned,43
2016-09-22,Collaborative Knowledge Base Embedding for Recommender Systems,http://videolectures.net/kdd2016_zhang_recommender_systems,43
2016-09-05,Big Data Tools and Solutions: The Myths and the Reality,http://videolectures.net/kdd2016_panel_big_data_tools_solutions,43
2016-09-05,Bayesian Optimization and Embedded Learning Systems,http://videolectures.net/kdd2016_schneider_learning_systems,43
2016-10-24,Multi-View Inverse Rendering under Arbitrary Illumination and Albedo,http://videolectures.net/eccv2016_torii_inverse_rendering,43
2016-10-24,Robust Facial Landmark Detection via Recurrent Attentive-Refinement Networks,http://videolectures.net/eccv2016_xing_landmark_detection,42
2016-09-22,Large-Scale Item Categorization in e-Commerce Using Multiple Recurrent Neural Networks,http://videolectures.net/kdd2016_ha_neural_networks,42
2015-07-02,Estimating smile intensity: A better way,http://videolectures.net/fgconference2015_girard_smile_intensity,42
2016-11-15,Data Analytics in Aquaculture,http://videolectures.net/sikdd2016_pita_costa_aquaculture,42
2015-11-10,LinkDaViz - Automatic Binding of Linked Data to Visualizations,http://videolectures.net/iswc2015_thellmann_automatic_binding,42
2016-09-01,A subjective tour through foundations and modern trends,http://videolectures.net/isba2016_petrone_modern_trends,42
2015-12-05,Boosted Categorical Restricted Boltzmann Machine for Computational Prediction of Splice Junctions,http://videolectures.net/icml2015_lee_splice_junctions,42
2015-09-27,Scalable Model Selection for Large-Scale Factorial Relational Models,http://videolectures.net/icml2015_feng_factorial_relational_models,42
2015-12-20,Jeziki in jezikovne tehnologije v Sloveniji ,http://videolectures.net/elrc2015_krek_jezikovne_tehnologije,42
2015-07-15,PADTUN - Using Semantic Technologies in Tunnel Diagnosis and Maintenance Domain,http://videolectures.net/eswc2015_dimitrova_tunnel_diagnosis,41
2015-09-27,Convex Formulation for Learning from Positive and Unlabeled Data,http://videolectures.net/icml2015_du_plessis_convex_formulation,41
2016-10-24,Deep Automatic Portrait Matting,http://videolectures.net/eccv2016_shen_portrait_matting,41
2015-12-05,Privacy for Free: Posterior Sampling and Stochastic Gradient Monte Carlo,http://videolectures.net/icml2015_wang_stochastic_gradient,41
2015-09-27,Non-Linear Cross-Domain Collaborative Filtering via Hyper-Structure Transfer,http://videolectures.net/icml2015_wu_collaborative_filtering,41
2015-12-05,Variational Generative Stochastic Networks with Collaborative Shaping,http://videolectures.net/icml2015_bachman_collaborative_shaping,41
2016-09-28,Opening Ceremony,http://videolectures.net/kdd2016_opening_ceremony,41
2015-07-02,Shared Representation Learning for Heterogenous Face Recognition,http://videolectures.net/fgconference2015_lei_face_recognition,41
2015-09-27,Multiview Triplet Embedding: Learning Attributes in Multiple Maps,http://videolectures.net/icml2015_amid_multiple_maps,40
2015-12-05,Stochastic Dual Coordinate Ascent with Adaptive Probabilities,http://videolectures.net/icml2015_qu_adaptive_probabilities,40
2015-12-21,Linguistic annotation of social media corpora: To what extent do we have to adapt existing encoding standards and tag sets?,http://videolectures.net/slovenscina2015_beisswenger_linguistic_annotation,40
2016-09-05,Can You Teach The Elephant To Dance? AKA: Culture Eats Data Science for Breakfast,http://videolectures.net/kdd2016_becher_data_science,40
2015-09-27,Enabling scalable stochastic gradient-based inference for Gaussian processes by employing the Unbiased LInear System SolvEr (ULISSE),http://videolectures.net/icml2015_filippone_unbiased_linear_system,40
2015-07-15,A Survey of HTTP Caching Implementations on the Open Semantic Web,http://videolectures.net/eswc2015_kjernsmo_semantic_web,40
2016-09-05,Accelerating the Race to Autonomous Cars,http://videolectures.net/kdd2016_shapiro_autonomous_cars,40
2015-09-27,Alpha-Beta Divergences Discover Micro and Macro Structures in Data,http://videolectures.net/icml2015_levine_alpha_beta_divergences,40
2016-02-10,"Uncovering Interactions and Interactors: Joint Estimation of Head, Body Orientation and F-Formations From Surveillance Videos",http://videolectures.net/iccv2015_varadarajan_surveillance_videos,40
2015-12-05,A Hybrid Approach for Probabilistic Inference using Random Projections,http://videolectures.net/icml2015_ermon_hybrid_approach,40
2016-07-28,KE4IR: Knowledge Extraction for Information Retrieval,http://videolectures.net/eswc2016_rospocher_information_retrieval,39
2015-07-28,Gambling pigeons: Primary rewards are not all that matter,http://videolectures.net/rldm2015_spetch_gambling_pigeons,39
2015-12-05,Safe Exploration for Optimization with Gaussian Processes,http://videolectures.net/icml2015_gotovos_gaussian_processes,39
2015-12-05,Global Convergence of Stochastic Gradient Descent for Some Non-convex Matrix Problems,http://videolectures.net/icml2015_de_sa_matrix_problems,39
2016-10-12,Inside the Atoms: Mining a Network of Networks and Beyond,http://videolectures.net/kdd2016_tong_mining_network,39
2016-10-24,Learning Image Matching by Simply Watching Video,http://videolectures.net/eccv2016_kneip_image_matching,39
2015-09-27,Fast Kronecker Inference in Gaussian Processes with non-Gaussian Likelihoods,http://videolectures.net/icml2015_flaxman_fast_kronecker_inference,39
2016-02-10,Multi-Image Matching via Fast Alternating Minimization,http://videolectures.net/iccv2015_zhou_alternating_minimization,39
2015-11-10,LDQL: A Query Language for the Web of Linked Data,http://videolectures.net/iswc2015_hartig_query_language,38
2015-07-15,Large Scale Rule-Based Reasoning Using a Laptop,http://videolectures.net/eswc2015_peters_reasoning,38
2015-12-05,Latent Gaussian Processes for Distribution Estimation of Multivariate Categorical Data,http://videolectures.net/icml2015_gal_categorical_data,38
2016-09-05,The Wisdom of Crowds: Best Practices for Data Prep & Machine Learning derived from Millions of Data Science Workflows,http://videolectures.net/kdd2016_mierswa_best_practices,38
2015-09-27,Finding Linear Structure in Large Datasets with Scalable Canonical Correlation Analysis,http://videolectures.net/icml2015_ma_large_datasets,38
2016-10-12,Stream Data Mining: A Big Data Perspective,http://videolectures.net/kdd2016_khan_data_perspective,37
2016-10-12,Foundations of Causal Discovery,http://videolectures.net/kdd2016_eberhardt_causal_discovery,37
2016-09-25,Joint Community and Structural Hole Spanner Detection via Harmonic Modularity,http://videolectures.net/kdd2016_he_structural_hole,37
2016-02-10,Dense Semantic Correspondence Where Every Pixel is a Classifier,http://videolectures.net/iccv2015_valmadre_semantic_correspondence,37
2016-03-07,A matrix product algorithm for the far-from-equilibrium evolution of dynamical processes on networks,http://videolectures.net/netadis2015_de_bacco_dynamical_processes,37
2015-07-02,An Overview of Face De-identification in Still Images and Videos,http://videolectures.net/fgconference2015_ribaric_face_deidentification,36
2016-09-22,An Empirical Study on Recommendation with Multiple Types of Feedback,http://videolectures.net/kdd2016_tang_empirical_study,36
2016-10-12,"Challenges of quantifying fashion data: creativity, art and emotions",http://videolectures.net/kdd2016_eberhard_oh_fashion_data,36
2015-12-05,DP-space: Bayesian Nonparametric Subspace Clustering with Small-variance Asymptotics,http://videolectures.net/icml2015_wang_bayesian_nonparametric,36
2016-10-25,Ranking Research Institutions Based On Relative Academic Conferences,http://videolectures.net/kdd2016_tavabi_research_institutions,36
2015-09-27,Low Rank Approximation using Error Correcting Coding Matrices,http://videolectures.net/icml2015_ubaru_coding_matrices,36
2016-10-24,Semantic Object Parsing with Graph LSTM,http://videolectures.net/eccv2016_shen_object_parsing,36
2016-09-16,Getting Started with Amazon Web Services Bootcamp,http://videolectures.net/kdd2016_tutorial_web_services_bootcamp,35
2016-11-10,Opening Ceremony,http://videolectures.net/iswc2016_chairs_opening_ceremony,35
2016-09-05,Learning Sparse Models at Scale,http://videolectures.net/kdd2016_herbrich_sparse_models,35
2016-09-27,Structural Deep Network Embedding,http://videolectures.net/kdd2016_wang_network_embedding,35
2015-11-10,Content-based recommendations via DBpedia and Freebase: a case study in the music domain,http://videolectures.net/iswc2015_tomeo_knowledge_graphs,35
2015-07-15,Automating RDF Dataset Transformation and Enrichment,http://videolectures.net/eswc2015_sherif_dataset_transformation,35
2015-12-05,Scalable Bayesian Optimization Using Deep Neural Networks,http://videolectures.net/icml2015_snoek_neural_networks,35
2015-09-27,A Deterministic Analysis of Noisy Sparse Subspace Clustering for Dimensionality-reduced Data,http://videolectures.net/icml2015_wang_dimensionality_reduced_data,35
2015-09-27,Submodularity in Data Subset Selection and Active Learning,http://videolectures.net/icml2015_wei_submodularity,35
2016-03-07,Inference for dynamics of continuous variables: the Extended Plefka expansion with hidden nodes,http://videolectures.net/netadis2015_bravi_continuous_variables,35
2015-09-27,Coresets for Nonparametric Estimation - the Case of DP-Means,http://videolectures.net/icml2015_bachem_nonparametric_estimation,35
2016-03-07,Inference for piecewise-constant gaussian graphical models,http://videolectures.net/netadis2015_gibberd_gaussian_graphical_models,35
2016-10-06,Information extraction,http://videolectures.net/eswc2016_demidova_information_extraction,34
2016-11-10,VoldemortKG: Mapping Schema.org Entities to Linked Open Data,http://videolectures.net/iswc2016_tonon_mapping_schema,34
2016-10-24,"Linear depth estimation from an uncalibrated, monocular polarisation image",http://videolectures.net/eccv2016_smith_linear_depth,34
2015-12-05,Probabilistic Backpropagation for Scalable Learning of Bayesian Neural Networks,http://videolectures.net/icml2015_hernandez_lobato_bayesian_neural,34
2015-07-15, A Linked Data-Based Decision Tree Classifier to Review Movies,http://videolectures.net/eswc2015_aldarra_review_movies,34
2015-12-05,Optimal Regret Analysis of Thompson Sampling in Stochastic Multi-armed Bandit Problem with Multiple Plays,http://videolectures.net/icml2015_komiyama_bandit_problem,34
2016-02-10,Camera Pose Voting for Large-Scale Image-Based Localization,http://videolectures.net/iccv2015_zeisl_pose_voting,34
2016-11-10,QuerioDALI: Question Answering over Dynamic and Linked Knowledge Graphs,http://videolectures.net/iswc2016_lopez_knowledge_graphs,34
2015-07-28,Dopamine type 2 receptors control inverse temperature beta for transition from perceptual inference to reinforcement learning,http://videolectures.net/rldm2015_lee_reinforcement_learning,34
2015-09-27,Safe Subspace Screening for Nuclear Norm Regularized Least Squares Problems,http://videolectures.net/icml2015_zhou_safe_subspace_screening,34
2015-10-21,Forecasting sales based on card transactions data,http://videolectures.net/sikdd2015_moraru_forecasting_sales,34
2015-12-05,Abstraction Selection in Model-based Reinforcement Learning,http://videolectures.net/icml2015_jiang_reinforcement_learning,34
2015-12-05,Generative Moment Matching Networks,http://videolectures.net/icml2015_swersky_matching_networks,34
2015-09-27,Double Nyström Method: An Efficient and Accurate Nyström Scheme for Large-Scale Data Sets,http://videolectures.net/icml2015_lim_large_scale_data_sets,33
2015-07-02,De-Identifying Facial Images Using Projections on Hyperspheres,http://videolectures.net/fgconference2015_tefas_facial_images,33
2016-10-12,Improving Demand Prediction in Bike Sharing System by Learning Global Features,http://videolectures.net/kdd2016_zeng_global_features,33
2015-12-05,"Rademacher Observations, Private Data, and Boosting",http://videolectures.net/icml2015_patrini_rademacher_observations,33
2016-03-07,Correlations and signatures of criticality in neural population models,http://videolectures.net/netadis2015_macke_population_models,33
2016-07-28,Controlling Leakage and Disclosure Risk in Semantic Big Data pipelines,http://videolectures.net/eswc2016_damiani_data_pipelines,33
2015-12-05,Weight Uncertainty in Neural Network,http://videolectures.net/icml2015_blundell_neural_network,33
2015-12-05,Gradient-based Hyperparameter Optimization through Reversible Learning,http://videolectures.net/icml2015_duvenaud_reversible_learning,33
2015-07-02,Multi-sensor System for Driver’s Hand-Gesture Recognition,http://videolectures.net/fgconference2015_molchanov_hand_gesture,33
2016-11-10,Capturing Industrial Information Models with Ontologies and Constraints,http://videolectures.net/iswc2016_kharlamov_industrial_information,32
2015-09-27,Convergence rate of Bayesian tensor estimator and its minimax optimality,http://videolectures.net/icml2015_suzuki_convergence_rate,32
2015-09-27,Yinyang K-Means: A Drop-In Replacement of the Classic K-Means with Consistent Speedup,http://videolectures.net/icml2015_shen_yinyang_k_means,32
2015-07-28,Self-reinforcing expectancy effects on pain: Behavioral and brain mechanisms,http://videolectures.net/rldm2015_jepma_expectancy_effects,32
2016-11-10,SPARQLGX: Efficient Distributed Evaluation of SPARQL with Apache Spark,http://videolectures.net/iswc2016_graux_apache_spark,32
2015-07-15,RODI: A Benchmark for Automatic Mapping Generation in Relational-to-Ontology Data Integration,http://videolectures.net/eswc2015_pinkel_data_integration,32
2016-11-10,SPARQL-to-SQL on Internet of Things Databases and Streams,http://videolectures.net/iswc2016_siow_databases_streams,32
2016-10-24,Ambient Sound Provides Supervision for Visual Learning,http://videolectures.net/eccv2016_owens_ambient_sound,32
2015-12-05,Learning Treatment Policies in Mobile Health,http://videolectures.net/icml2015_murphy_mobile_health,32
2016-09-05,Computational Social Science: Exciting Progress and Future Challenges,http://videolectures.net/kdd2016_watts_social_science,32
2015-02-17,How to make good use of funding programmes for your own career development,http://videolectures.net/mlpmsummerschool2014_wegener_career_development,32
2016-11-10,DeFacto - Temporal and multilingual Deep Fact Validation,http://videolectures.net/iswc2016_ngonga_ngomo_defacto,31
2016-01-13,DESTRIERO project with Elena Francioni,http://videolectures.net/esr2015_francioni_destriero_project,31
2015-09-27,Feature-Budgeted Random Forest,http://videolectures.net/icml2015_nan_random_forest,31
2015-12-05,Un-regularizing: approximate proximal point and faster stochastic algorithms for empirical risk minimization,http://videolectures.net/icml2015_frostig_risk_minimization,31
2016-11-10,Building and Exploring National-wide Enterprise Knowledge Graphs for Investment Analysis in an Incremental Way,http://videolectures.net/iswc2016_fang_knowledge_graphs,31
2015-10-20,Opening up Macedonia – The Macedonian perspective on Open Education,http://videolectures.net/internetofeducation2015_stojanovska_opening_up,31
